hospital_name_with_id,hosp_type_code,nabh_status,total_claims,total_claimed_lakh,total_approved_lakh,total_deducted_lakh,deduction_pct
MUST AND MORE HEALTHCARE PVT LTD -ROHINI DELHI [2563],1,N,46,1.11,1.04,0.07,6.53
DELHI DENTAL HUB - PASCHIM VIHAR NEW DELHI [2705],3,N,66,1.44,1.37,0.07,4.78
SARAL ADVANCED DIAGNOSTIC PVT LTD - PITAMPURA [3274],,N,185,4.08,4.02,0.07,1.62
VEDANTA JYOTI EYE HOSPITAL [3472],,N,18,1.29,1.22,0.07,5.15
"ASG HOSPITAL PVT LTD, UDAIPUR [3482]",,N,212,13.33,13.26,0.07,0.51
KALYANI DENTAL HOSPITAL [3483],,N,169,4.55,4.48,0.07,1.55
STAR IMAGING [2780],5,Y,28,0.45,0.39,0.06,14.08
SHAKUNTLA NURSING HOME AND HOSPITAL-NEW DELHI [3075],1,N,2,0.08,0.02,0.06,72.76
ASG HOSPITAL PVT LTD - HAJIPUR [3154],0,N,2415,189.99,189.92,0.06,0.03
MODI MULTISPECIALITY DENTAL CLINIC [3277],,N,360,5.62,5.56,0.06,1.13
DENTAL CENTER - New Delhi [1000],3,N,43,1.02,0.96,0.06,5.60
ARUNODAYA DESERET EYE HOSPITAL - Gurgaon [1084],2,N,9,1.23,1.18,0.06,4.70
MARUTI HOSPITAL - Tiruchirapalli [1121],1,N,4,0.42,0.36,0.06,14.28
SOUNDARAPANDIAN BONE & JOINT HOSP  & RES INST P L [1238],1,N,12,1.79,1.73,0.06,3.16
BRAHMAPUTRA DIAGNOSTICS & HOSPITAL LTD [1366],5,N,3,0.70,0.64,0.06,9.10
SPECIALITY DENTAL CLINIC - RAMDASPETH [1488],3,N,338,5.50,5.44,0.06,1.14
PRACHIN HEALTHCARE MULTISPECIALITY HOSPITAL [1801],1,N,7,0.43,0.37,0.06,13.11
NEW DELHI CENTRE FOR SIGHT LTD - VIKASPURI [2185],1,N,713,34.85,34.79,0.06,0.16
NETHRADHAMA SUPER SPECIALITY EYE HOSPITAL - RAJAJI NAGAR [2265],2,N,127,10.95,10.89,0.06,0.58
BALAJI DENTAL CARE - NARELA DELHI [2293],3,N,117,2.00,1.94,0.06,2.98
"DISHA EYE HOSPITALS PRIVATE LIMITED, NEW TOWN [3769]",,N,517,19.91,19.84,0.06,0.31
PRO SMILES DENTAL [3798],,N,1145,9.31,9.24,0.06,0.67
ALTIS HOSPITAL [3801],,N,1907,29.41,29.34,0.06,0.22
SINGHVI DENTAL CARE [3821],,N,179,3.09,3.03,0.06,2.06
AGGARWAL HEART & SURGICAL HOSPITAL [3909],,N,77,1.88,1.82,0.06,3.22
NARANG EYE INSITUTE (A TRADE NAME OF KAMLA EYE FOUNDATION PVT LTD) [3989],2,N,45,3.47,3.40,0.06,1.79
BHATNAGAR EYE CARE CENTRE [4055],,N,30,1.05,0.99,0.06,5.96
M R HI TECH DENTAL LAB [458],3,N,27,0.38,0.32,0.06,15.28
Specialists Hospital [471],1,N,2,0.14,0.08,0.06,42.00
MMU Ex-Pokhra [5523],N,N,8,0.73,0.68,0.06,7.80
PARAKH IMAGING CENTRE [554],1,N,20,0.19,0.13,0.06,31.99
JEEVAN JYOTI BLOOD BANK & COMPONENTS - NAGPUR [575],1,N,321,9.75,9.69,0.06,0.63
SAINI EYE CARE CENTRE [631],2,N,2089,130.27,130.21,0.06,0.05
ANAND EYE INSTITUTE PVT LTD [872],2,N,2,0.19,0.13,0.06,30.36
DELHI INSTITUTE OF FUNCTIONAL IMAGING - South Ext-I [980],1,N,5,0.96,0.90,0.06,6.42
ICARE EYE HOSPITAL AND POST GRADUATE INSTITUTE (A UNIT OF ISHWAR CHARITABLE TRUST) - NOIDA [52],2,N,208,16.08,16.02,0.05,0.33
Institute of Health Sciences [525],1,N,2,0.08,0.03,0.05,63.79
BHAGWAN MAHAVEER CANCER HOSPITAL & RESEARCH CENTRE [831],1,N,1,0.08,0.03,0.05,64.85
SHREE JEEWAN HOSPITAL - New Rohtak Rd [940],1,N,4,0.33,0.28,0.05,16.04
VASAN EYE CARE HOSPITAL - KAROL BAGH [970],2,N,1,0.26,0.21,0.05,17.78
OSL HEALTHCARE PVT LTD - NEHRU NAGAR [978],1,N,4,0.33,0.28,0.05,15.34
SHREYA EYE CENTRE-DELHI [1130],2,N,8,1.04,0.99,0.05,4.69
Yashoda Super Speciality Hospital - Rajbhavan Road [119],1,Y,9,0.14,0.09,0.05,34.69
RAI DENTAL CLINIC [1215],3,N,9,0.16,0.11,0.05,32.00
DASMESH INSTITUTE OF RESEARCH & DENTAL SCIENCES [1227],3,N,323,4.43,4.38,0.05,1.06
SARDAR VALLABHBHAI PATEL CANTONMENT GENERAL HOSP [1281],1,N,15,0.22,0.17,0.05,22.57
ANAND EYE CENTRE [1310],2,N,51,1.62,1.57,0.05,3.00
TRIVEDI DENTAL CLINIC - JABALPUR [1478],3,N,32,0.59,0.54,0.05,8.23
CHANDRA LAXMI HOSPITAL - VAISHALI [167],1,N,9,1.05,1.01,0.05,4.50
SAVITRI HOSPITAL [1909],1,N,3,1.22,1.17,0.05,4.13
MM EYETECH INSTITUTE [2099],2,N,2,0.48,0.43,0.05,10.20
OTTOBOCK HEALTHCARE INDIA PVT. LTD - Chennai [2279],1,N,63,60.91,60.86,0.05,0.08
ENDOLITE PROSTHESIS CENTRE - BANGALORE [2471],1,N,2,2.95,2.90,0.05,1.59
CRYSTAL DENTAL CENTRE -VASANT VIHAR NEW DELHI [2559],3,N,14,0.38,0.33,0.05,12.48
RANA EYE CENTRE -ROHINI DELHI [2704],2,N,29,1.61,1.56,0.05,3.22
SRI SATYA SAI GOKUL DENTAL CLINIC [3033],3,N,96,3.76,3.72,0.05,1.21
SILCHAR MEDICAL COLLEGE & HOSPITAL [3489],G,N,743,13.46,13.40,0.05,0.41
NETRA PRAKASH EYE CENTER [3523],,N,20,0.61,0.57,0.05,7.59
DHUBRI MEDICAL COLLEGE ASSAM - G [3682],G,N,295,3.98,3.93,0.05,1.24
MALATAMBA DENTAL HOSPITAL [3827],,N,92,3.27,3.22,0.05,1.50
PANACEA HEALTHCARE AND DIAGNOSTICS PVT LTD [4093],1,N,26,1.13,1.08,0.05,4.19
METROPOLIS HEALTHCARE LIMITED [4280],,N,55,0.47,0.41,0.05,11.36
JEENA SIKHO LIFECARE LIMITED - LUCKNOW [4392],,N,11,5.08,5.03,0.05,1.05
Oxford Hospital (P) Ltd [493],1,N,2,0.59,0.53,0.05,9.07
SEHGAL DENTAL CLINIC - NEW DELHI [39],3,N,434,6.09,6.06,0.04,0.61
NARANG EYE INSITUTE (A TRADE NAME OF KAMLA EYE FOUNDATION PVT LTD) [3993],,N,19,0.99,0.94,0.04,4.55
APPLE INTERNATIONAL DENTAL ( A UNIT OF APPLE ORAL AND DENTAL PVT. LTD.) -CHITTOR [4196],,N,7,0.54,0.51,0.04,6.80
Eye Q Vision Private Limited - Lucknow [469],2,N,2,0.08,0.04,0.04,50.00
SILVER OAKS HOSPITAL [1091],1,N,1,0.22,0.18,0.04,16.91
SUNSHINE HEART INSTITUTE [1126],1,N,3,0.12,0.08,0.04,33.97
SINGLA EYE CARE AND PHACO CENTRE - BATHINDA [1217],2,N,178,18.42,18.38,0.04,0.23
VATIKA MEDICARE PVT LTD-HAUZ KHAS [1418],1,N,3,0.18,0.15,0.04,20.21
PRAYAG HOSPITAL & RESEARCH CENTRE PVT LTD [178],1,N,3,0.13,0.09,0.04,27.71
AMRAPALI HOSPITAL - GREATER NOIDA [2074],1,N,7,0.07,0.03,0.04,56.50
SINGLA DENTAL CLINIC - RAJPURA [2131],3,N,19,0.27,0.23,0.04,15.92
UJALA HOSPITAL (A UNIT OF UJALA HEALTHCARE LTD) [582],1,N,8,0.23,0.19,0.04,17.52
AMRITSAR EYE CLINIC - PITHORAGARH [583],2,N,4,0.21,0.17,0.04,18.62
THE NORTH EAST DENTAL LAB [710],3,N,139,0.77,0.74,0.04,4.56
PRAKASH HOSPITAL PVT LTD - NOIDA [72],1,N,5,0.12,0.07,0.04,36.45
BHOLA HOSPITAL [729],1,N,18,0.41,0.37,0.04,9.84
Heart & General Hospital (A Unit of Cardiac Care & Allied Health Pvt. Ltd.) - Jaipur [746],1,Y,6,0.21,0.17,0.04,19.88
JAIN HOSPITAL (A UNIT OF JAIN NEURO & IVF HOSPITALS PVT LTD) - VIKAS MARG [9],1,Y,80,1.46,1.43,0.04,2.62
CYGNUS MLS SUPER SPECIALITY HOSPITAL-NEW DELHI [2544],1,N,2,0.10,0.06,0.04,42.37
LAL SUPERSPECIALITY DENTAL AND IMPLANT CLINIC [2865],3,N,162,3.94,3.89,0.04,1.06
AYUSH DENTAL CARE AMALAPURAM [3004],3,N,166,7.58,7.54,0.04,0.52
DR PARIA DENTAL CLINIC [3052],3,N,168,3.22,3.18,0.04,1.35
SANIL MULTISPECIALITY DENTAL CLINIC [3097],3,N,16,0.40,0.37,0.04,9.16
BETHEL MEDICAL CENTRE [3137],0,N,2,2.05,2.01,0.04,1.92
ROTARY EYE HOSPITAL- UNA [3200],0,N,971,136.48,136.44,0.04,0.03
Vrundavan Shalby Hospital [346],1,N,9,0.12,0.08,0.04,33.93
ASG HOSPITAL PVT LTD-MUZAFFARPUR [3468],,N,3135,118.33,118.29,0.04,0.04
"TEZPUR MEDICAL COLLEGE & HOSPITAL, TEZPUR [3492]",G,N,338,2.93,2.89,0.04,1.37
KHANNA EYE CENTRE - VIKAS MARG NEW DELHI [2302],2,N,101,3.62,3.59,0.03,0.87
KHANNA MEDICARE CENTRE [2518],1,N,16,0.78,0.76,0.03,3.31
DR CHAUDHRYS MORAL HOSPITAL PVT LTD [2542],1,N,24,0.50,0.48,0.03,5.27
PLATINUM IMAGING CENTRE - NEW DELHI [2715],5,N,24,0.72,0.69,0.03,4.15
DR CHALANA EYE HOSPITAL [2980],2,N,9,0.97,0.94,0.03,3.01
RAMA DENTAL [3007],3,N,40,0.32,0.29,0.03,10.36
The Apollo Clinic - Chandigarh [313],1,N,28,0.17,0.14,0.03,17.08
SARAL DIAGNOSTICS CLASSIC PVT LTD [3156],3,N,30,0.68,0.65,0.03,4.22
ORACLE EYE CARE (A UNIT OF PRITHA HEALTH CARE PVT LTD) [3230],0,N,38,0.62,0.58,0.03,5.09
VASUNDHARA EYE CENTRE [3465],2,N,17,0.59,0.56,0.03,4.83
KUKREJA HOSPITAL & HEART CENTRE P LTD - Rajouri Garden [1045],1,N,2,0.04,0.01,0.03,73.94
CFS NETRALAYA PVT LTD [1303],2,N,31,2.91,2.88,0.03,1.04
BANGA ASSOCIATED HOSPITAL - EYE CARE - MANDI [1421],2,N,265,31.90,31.87,0.03,0.08
Yash Dental Care Centre [145],3,N,12,0.14,0.10,0.03,23.94
FORTIS HOSPITAL LIMITED - AMRITSAR [1710],1,N,3,7.47,7.45,0.03,0.34
SHIVAM HOSPITAL (UNIT OF R R HOSPITALS PVT LTD) [1753],1,N,2,0.31,0.27,0.03,10.81
OSL HEALTHCARE PVT LTD - NEHRU NAGAR [18],1,N,9,1.32,1.29,0.03,2.31
DELHI INSTITUTE OF FUNCTIONAL IMAGING (A UNIT CHHAITANYA DIAGNOSTICS PVT LTD) - SOUTH EXT [20],3,N,6,1.25,1.22,0.03,2.46
SIDDHARTH CT SCAN & IMAGING CENTRE [2252],1,Y,12,0.32,0.29,0.03,10.79
CRYSTAL DENTAL CENTRE - VASANT VIHAR [2291],3,N,7,0.17,0.13,0.03,20.00
GOVERNMENT INSTITUTE OF MEDICAL SCIENCES - GREATER NOIDA [3498],G,N,3,0.08,0.05,0.03,38.87
NEW VISION EYE CENTRE - NEW DELHI [3540],,N,3,0.37,0.34,0.03,9.21
GAGAN PATHOLOGY AND IMAGING PVT LTD [3692],3,N,71,1.03,1.00,0.03,2.81
SCIENTIFIC PATHOCARE [3715],3,N,18,0.65,0.63,0.03,4.40
MAHARAJA AGARSAIN MULTISPECIALITY HOSPITAL (A UNIT OF WORLD LIFE CARE ORGANISATION [3946],,N,26,2.59,2.57,0.03,1.08
HEALTHWAY DENTAL AND MEDICAL CLINIC [3948],4,N,38,0.55,0.52,0.03,5.18
THE R JHUNJHUNUWALA SANKARA EYE HOSPITAL [4017],,N,101,2.13,2.10,0.03,1.33
JINDAL ULTRASOUND CENTRE [4074],,N,66,1.00,0.98,0.03,2.68
ANITA EYE HOSPITAL AND RETINAL CENTRE [4131],,N,140,4.28,4.26,0.03,0.61
CENTRE FOR SIGHT (A UNIT OF NEW DELHI CENTRE FOR SIGHT LTD) - REWARI [4166],,N,170,16.04,16.01,0.03,0.19
AVANTI HOSPITAL [4258],,N,26,0.56,0.54,0.03,4.80
SRI KANCHI KAMAKOTI MEDICAL TRUST (A UNIT OF SHANKARA EYE HOSPITAL) [4281],,N,69,1.38,1.36,0.03,1.82
KASHVI MULTI SPECIALITY CENTRE [4298],,N,1,1.61,1.58,0.03,1.78
City Dental Clinic [490],3,N,704,15.21,15.17,0.03,0.21
CHANDAN HEALTHCARE LTD [630],1,N,9,0.03,0.00,0.03,100.00
TIDE WATER MRI SCAN RESEARCH CENTRE [702],1,N,2,0.06,0.03,0.03,44.74
NATIONAL INSTITUTE OF OPHTHALMOLOGY(NGO) [752],1,N,3,0.04,0.01,0.03,65.37
NARULA CT SCAN & RESEARCH CENTRE P LTD [921],1,N,148,1.03,1.01,0.03,2.55
ADITYA CARE HOSPITAL [541],1,N,23,0.30,0.28,0.02,8.06
METRO HOSPITAL & HEART INSTITUTE - LAJPAT NAGAR [56],1,N,4,0.05,0.03,0.02,46.80
ARYA PHYSIOTHERAPHY CLINIC - NEW DELHI [65],1,N,3,0.08,0.07,0.02,19.98
RAAVI MULTISPECIALITY HOSPITAL - PATHANKOT [759],1,N,5,0.63,0.62,0.02,3.02
N B MULTI SPECIALITY DENTAL CLINIC [774],3,N,5,0.16,0.14,0.02,12.23
BATALIA EYE HOSPITAL - JABALPUR [855],2,N,3,0.04,0.02,0.02,46.77
SATYA MEDICAL CENTRE - Noida [969],1,Y,16,0.90,0.89,0.02,1.91
DR GULATIS DENTAL CLINIC - PITAMPURA DELHI [998],3,N,59,0.87,0.85,0.02,2.65
SAI MOBIDENT DENTAL CENTER-Rohini [1005],3,N,169,2.67,2.65,0.02,0.81
GOYAL EYE INSTITUTE - DELHI [1120],2,N,1,0.02,0.00,0.02,81.49
SAHAY DIAGNOSTIC CENTRE [1190],5,N,51,0.21,0.19,0.02,10.53
NIRMAL HOSPITAL [1203],1,N,5,0.09,0.07,0.02,20.84
DR AGARWALS EYE HOSPITAL - BANGALORE [1294],2,N,1,0.05,0.03,0.02,42.04
ARCHANA PATHOLOGY CENTRE [1325],1,N,263,1.77,1.76,0.02,0.87
NEERA EYE CENTRE & LASER VISION - DARYAGANJ [1415],2,N,18,1.33,1.31,0.02,1.25
DR SHAHS EYE & LASER CENTRE [1423],2,N,2,0.31,0.29,0.02,7.92
SAROJ SUPER SPECIALITY HOSPITAL - ROHINI [1548],1,Y,2,0.38,0.35,0.02,6.59
RRM CENTRAL HOSPITAL [1551],1,N,5,0.09,0.07,0.02,18.74
SRL LIMITED - CHENNAI [1673],1,Y,8,0.07,0.05,0.02,28.86
RG STONE UROLOGY & LAPAROSCOPY HOSPITAL - Faridabad [1677],1,N,3,0.24,0.22,0.02,6.90
KMC HOSPITAL [1711],1,N,2,0.43,0.42,0.02,4.26
KANTILAL GANDHI MEMORIAL HOSPITAL MANAGED BY MEDIC [1795],1,N,5,0.17,0.15,0.02,13.39
B M BIRLA HEART RESEARCH CENTRE [1797],1,Y,3,0.08,0.07,0.02,18.84
KARTIK HOSPITAL [1826],1,N,3,0.12,0.10,0.02,18.14
THE CARING TOUCH -NEW RAJINDER NAGAR NEW DELHI [1835],1,N,20,1.14,1.13,0.02,1.46
ROHIT DENTAL CLINIC & IMPLANT CENTRE [1880],3,N,88,1.21,1.19,0.02,1.94
KOSMOS SUPER SPECIALITY HOSPITAL [1938],1,N,2,0.03,0.01,0.02,73.83
SHREE JEEWAN HOSPITALS - ROHTAK ROAD [209],1,N,2,0.03,0.02,0.02,51.86
POONA DENTAL LABORATORY [213],3,N,358,3.65,3.63,0.02,0.65
NEW DELHI CENTRE FOR SIGHT LTD - RAJOURI GARDEN [2184],1,N,355,18.82,18.80,0.02,0.12
Santeknath Hospital Pvt Ltd [224],1,N,7,0.42,0.40,0.02,5.79
VSM HOSPITAL [2381],1,N,1,0.02,0.00,0.02,93.03
EYE Q SUPER SPECIALITY EYE HOSPITALS - ROORKEE [2385],2,N,85,8.02,7.99,0.02,0.29
KAILASH EYE CARE - NEW DELHI [2713],2,N,32,1.41,1.39,0.02,1.47
SANJIVANI EYE HOSPITAL AND PHACO CENTRE [2758],2,N,120,5.59,5.57,0.02,0.31
KUMAR SUPER SCAN CENTRE [2793],5,N,104,1.86,1.83,0.02,1.32
SarkarMedical Diagnostic Centre Pvt Ltd-Lucknow [294],5,N,9,0.23,0.20,0.02,10.73
DR PARIA DENTAL CLINIC - RANI BAGH DELHI [3053],3,N,14,0.16,0.14,0.02,10.46
KAMLA HOSPITAL - GURGAON [3100],1,N,2,1.33,1.32,0.02,1.32
SANKARA EYE HOSPITAL - KANPUR NAGAR [3124],0,N,14,0.62,0.60,0.02,3.09
Jeeva Speciality Laboratory [321],5,N,3,0.03,0.01,0.02,74.67
"CENTRE FOR SIGHT (A UNIT OF NEW DELHI CENTRE FOR SIGHT LTD, SURAT) [3361]",,N,29,0.46,0.44,0.02,4.06
CENTER FOR SIGHT-PATNA(A UNIT OF NEW DELHI FOR SIG [3451],,N,197,16.94,16.92,0.02,0.13
FARHRUDDIN ALI AHMED MEDICAL COLLEGE [3487],G,N,149,3.06,3.04,0.02,0.74
GUWAHATI MEDICAL COLLEGE & HOSPITAL [3488],G,N,52,0.98,0.96,0.02,1.71
Vithai Hospital & Research Centre [377],1,N,1,0.07,0.05,0.02,32.09
CSN NETRALAYA PVT LTD [3848],2,N,1,0.19,0.17,0.02,11.96
LALL 20/20 EYE CARE PVT LTD [4041],2,N,75,7.48,7.46,0.02,0.28
LIFECURE LABS [4104],3,N,31,0.70,0.69,0.02,2.21
CENTRE FOR SIGHT (A UNIT OF NEW DELHI CENTRE FOR SIGHT LTD) [4121],,N,117,6.01,5.99,0.02,0.39
APNA NETRALAYA [4127],2,N,14,0.30,0.28,0.02,7.76
NAIK MULTISPECIALITY HOSPITAL (A UNIT OF NAIK NURSING HOME) [4245],,N,5,1.34,1.32,0.02,1.57
DR AGARWALS HEALTH CARE LTD - AMBATTUR [4296],,N,47,1.53,1.51,0.02,1.27
INDU HOSPITAL [4305],,N,17,1.71,1.69,0.02,1.09
SHREE ANNUSHRIS DIAGNOSTICS [4308],,N,55,0.63,0.60,0.02,3.58
VINAYAK HOSPITAL AND MOTHER CARE CENTRE [4354],,N,5,0.81,0.79,0.02,2.75
JEENA SIKHO LIFECARE LIMITED - MULTAN NAGAR [4383],,N,4,1.69,1.68,0.02,0.94
Century Hospital [442],1,N,4,0.03,0.01,0.02,64.08
Dr Sushil Eye & Maternity Hospital [468],1,N,3,0.40,0.38,0.02,5.41
SHEKAR EYE HOSPITAL (A UNIT OF VARASIDDI HOSPITALS [3605],,N,2,0.25,0.24,0.01,4.17
GUPTA MULTISPECIALITY HOSPITAL - VIVEK VIHAR [3639],1,N,1,0.41,0.40,0.01,2.76
SMILE EXPERT - SHAHDARA DELHI [3695],4,N,8,0.41,0.40,0.01,1.47
VITRANA HEALTHCARE LLP - GHAZIABAD [3742],,N,82,8.90,8.89,0.01,0.10
AGRASEN DENTAL WELLNESS CENTER [3760],4,N,38,0.74,0.72,0.01,1.98
SAKSHAM IMAGING AND DIAGNOSTICS PVT LTD [3871],3,N,17,0.28,0.28,0.01,2.40
SANJEEVANI AYURVEDA - DWARKA NEW DELHI [3907],7,N,9,4.17,4.16,0.01,0.25
SHUBH AYURVEDA PANCHKARMA AND WELLNESS CENTRE [3942],7,N,4,2.69,2.68,0.01,0.26
ANANDAM NETRALAYA PVT. LTD. [3967],2,N,10,0.04,0.03,0.01,15.00
SARVODAYA HOSPITAL - FARIDABAD [3996],,N,5,0.05,0.04,0.01,12.16
ASG HOSPITAL PVT LTD - DARBHANGA [4007],,N,336,18.47,18.46,0.01,0.05
DRISHTIDEEP EYE INSTITUTE LLP [4011],,N,20,1.06,1.04,0.01,1.06
DR. SOMENDRA DENTAL CARE CENTRE [4140],,N,12,0.24,0.22,0.01,5.67
SHEKHAR EYE CARE AND LASER CENTRE [4151],,N,17,0.32,0.31,0.01,3.28
SARVDRISHTI EYE HOSPITAL PVT. LTD. [4153],,N,17,1.27,1.26,0.01,0.95
SWASTHYALIFE DIAGNOSTICS HEALTH SERVICES LLP [4159],,N,803,4.35,4.35,0.01,0.15
SARASWATI CHAUHAN EYE HOSPITAL [4170],,N,42,5.31,5.30,0.01,0.18
BHEDE MULTISPECIALITY DENTAL CLINIC [4235],,N,4,0.04,0.04,0.01,19.51
SHIV SHAKTI EYE HOSPITAL [4284],,N,262,8.92,8.92,0.01,0.06
CAREER INSTITUTE OF MEDICAL SCIENCE [4297],,N,2,0.04,0.03,0.01,20.15
AYURVAID HOSPITALS [4300],,N,2,0.03,0.02,0.01,30.00
ALL INDIA INSTITUTE OF MEDICAL SCIENCES RAEBARELI [4345],G,N,190,1.22,1.21,0.01,0.83
ITM HOSPITAL [4362],,N,5,0.22,0.21,0.01,3.28
JEENA SIKHO LIFECARE LIMITED - NAVI MUMBAI [4375],,N,2,0.93,0.92,0.01,1.02
VIHAAN HEART CARE PVT LTD [4382],,N,3,0.07,0.06,0.01,12.35
RAJIV GANDHI CENTRE FOR BIOTECHNOLOGY (RGCB) [4415],G,N,300,3.28,3.27,0.01,0.22
JEENA SIKHO LIFECARE LTD - SAFDARJUNG ENCLAVE [4418],,N,1,0.59,0.59,0.01,0.91
KATHMANDU MEDICAL HOSPITAL [4424],,N,26,0.97,0.97,0.01,0.76
Delhi Eye Hospital [465],2,N,439,64.01,64.00,0.01,0.01
Complete Dental Care [508],3,N,2,0.04,0.02,0.01,32.70
NARINDER MOHAN HOSPITAL AND HEART CENTRE - GHAZIABAD [103],1,N,32,1.47,1.46,0.01,0.68
Dr Sanjay Kalra Advance Dental Speciality Clinic [105],3,N,44,0.59,0.58,0.01,1.54
DR GULATI IMAGING INSTITUTE - UNIT OF SMIPL - Hauz Khas Encl. [1052],1,Y,3,0.04,0.03,0.01,16.00
JEEWAN NURSING HOME & HOSPITAL - PUSA ROAD [1059],1,N,4,0.15,0.15,0.01,3.55
SMILE N SHINE DENTAL CARE CLINIC - GURGAON [1074],3,Y,67,1.12,1.10,0.01,1.14
ADVANCE DIAGNOSTIC & IMAGING CENTER - SIKAR [1210],5,N,24,0.13,0.12,0.01,9.02
NETRA JYOTI HOSPITAL & LASER CENTRE - ALWAR [1232],1,N,1513,12.69,12.68,0.01,0.07
MUKAT HOSPITAL & HEART INSTITUTE - CHANDIGARH [1251],1,N,1,0.01,0.00,0.01,77.74
MUKAT HOSPITAL & HEART INSTITUTE - CHANDIGARH [1256],1,N,1,0.05,0.04,0.01,25.36
DR GOPAL EYE LASER & PHACO CENTRE [1340],2,N,39,1.05,1.04,0.01,1.19
RAAHAT DENTAL CLINIC - DWARKA [1368],3,N,121,1.72,1.70,0.01,0.84
AMRI HOSPITALS - SALT LAKE [1432],1,N,5,0.04,0.03,0.01,26.74
LEELA DENTAL CLINIC - MAJLIS PARK [1475],3,N,43,1.00,0.99,0.01,1.25
PERFECT TEETH DENTAL CLINIC - NOIDA [1482],3,N,1,0.02,0.01,0.01,56.45
DR. SHAHS LASER EYE INSTITUTE - KALYAN [1491],2,N,3,0.46,0.45,0.01,2.70
NETRADARSHAN SUPER SPECIALITY EYE HOSPITAL - BELGAUM [1508],2,N,10,0.14,0.13,0.01,4.59
RG STONE UROLOGY & LAPAROSCOPY HOSPITAL - NEW DELHI [156],1,Y,9,0.99,0.98,0.01,0.70
ISHWAR EYE CENTRE [1597],2,N,1,0.06,0.05,0.01,9.39
MEDEOR HOSPITAL LIMITED - MANESAR GURGAON [1601],1,N,12,0.23,0.22,0.01,3.50
HINDU MISSION HOSPITAL [1759],1,N,2,0.02,0.01,0.01,60.06
DELHI DENTAL AND MEDICAL CENTRE -NEW DELHI [1824],3,N,13,0.16,0.16,0.01,3.98
SHANMUGA HOSPITAL & SALEM CANCER INSTITUTE [1872],1,N,2,0.19,0.19,0.01,2.80
CENTRAL HOSPITAL (A UNIT OF SSGR HOSPITAL & RESERC [1929],1,N,4,0.07,0.07,0.01,9.43
CHANRE DIAGNOSTIC LABORATORY [1991],5,Y,7,0.08,0.07,0.01,17.31
CENTRE FOR SIGHT - GURGAON [1998],1,N,52,2.47,2.46,0.01,0.32
FORESIGHT EYE CLINIC [2083],2,N,12,0.93,0.92,0.01,1.20
RAMA ATRAY MEMORIAL EYE HOSPITAL [2128],2,N,1,0.16,0.15,0.01,6.18
NEW DELHI CENTRE FOR SIGHT LTD - PREET VIHAR [2188],1,N,31,2.65,2.64,0.01,0.40
Vasudha Fracture and Backache Clinic [221],1,N,3,0.25,0.24,0.01,3.36
DR GUPTA'S DENTAL SPECIALITIES CENTRE [2225],3,N,1,0.05,0.04,0.01,14.99
NEW DELHI CENTRE FOR SIGHT LTD - VIKASPURI [2262],1,N,56,1.58,1.56,0.01,0.78
VISHAL EYE CLINIC [535],2,N,22,1.49,1.48,0.01,0.55
ROTARY EYE HOSPITAL - DHUSSARA(UNA) [538],2,N,234,31.65,31.64,0.01,0.02
STAR IMAGING & PATH LAB (P) LTD - TILAK NAGAR [57],3,Y,5,0.13,0.12,0.01,7.25
DR. MURKEY AAYUSHKAM BALRUGNALAYA & MATRUMANGALYA  [786],1,N,5,0.07,0.05,0.01,21.42
VERMA DENTAL CLINIC - KANGRA [903],3,N,195,3.52,3.51,0.01,0.37
SRL LIMITED - VASANT VIHAR [951],1,Y,2,0.03,0.02,0.01,41.49
Nemivant Eye Hospital [231],2,N,17,0.06,0.05,0.01,17.83
DR.ANU'S DENTAL CARE - CHIKADAPALLY  HYDERABAD [2380],3,N,4,0.09,0.08,0.01,15.83
MM HOSPITAL [2407],1,N,38,6.20,6.20,0.01,0.12
SHRI BHAGWAN DIAGNOSTIC & IMAGING CENTRE PVT LTD [2412],3,Y,3,0.12,0.11,0.01,7.42
C M PATEL HOSPITAL [2431],1,N,2,0.03,0.02,0.01,20.18
OTTOBOCK HEALTHCARE INDIA PVT. LTD - R S PURAM [2552],1,N,35,47.54,47.53,0.01,0.03
SIVASAKTHI CLINICAL LABORATORY [2784],5,N,60,0.47,0.46,0.01,2.83
ADVANCE DIAGNOSTICS [2810],5,N,10,0.16,0.15,0.01,6.44
CENTRE FOR SIGHT - ASHOK VIHAR NEW DELHI [2888],2,N,71,2.52,2.51,0.01,0.26
GANESH HOSPITAL PRIVATE LIMITED [297],1,N,4,0.42,0.41,0.01,1.58
DR AGARWALS EYE HOSPITAL (A UNIT DR AGARWALS [3023],2,N,2,0.18,0.17,0.01,5.33
"MUSKAAN DENTALS -GURGAON, HARYANA [3047]",3,N,15,0.21,0.21,0.01,3.15
APEX NEURO SCAN RESEARCH & DIAGNOSTIC PVT LTD [3083],5,N,21,0.20,0.19,0.01,5.11
PROGNOSIS LABORATORIES [3112],3,N,40,0.47,0.46,0.01,1.33
DENTEM (GT DENTA CARE LLP) [3164],4,N,50,0.73,0.71,0.01,1.99
MODERN DENTAL CARE [3205],0,N,38,0.79,0.78,0.01,1.52
HI- TECH EYE CENTRE - NEW DELHI [3219],0,N,4,0.38,0.37,0.01,2.38
EYE SITE EYE HOSPITAL AND RETINA CENTRE [3418],,N,11,0.28,0.27,0.01,2.75
