hospital_name_with_id,hosp_type_code,nabh_status,total_claims,total_claimed_lakh,total_approved_lakh,total_deducted_lakh,deduction_pct
PURBANCHAL CANCER HOSPITAL [4408],,N,87,19.56,19.34,0.22,1.11
SRI GURU NANAK HOSPITAL - MUKTSAR [904],1,N,363,21.57,21.35,0.22,1.02
"CENTER FOR SIGHT, MADHYAMGRAM (UNIT OF NEW DELHI CENTER FOR SIGHT LTD) [3349]",,N,641,30.98,30.76,0.22,0.70
SMT. PAARVATI DEVI HOSPITAL - AMRITSAR [1098],1,N,7,1.97,1.75,0.22,11.12
MODERN DENTAL CARE [1142],3,N,113,2.01,1.79,0.22,10.84
KAILASH HOSPITAL (A UNIT OF UMA MEDICARE LTD) - JEWAR [2197],1,N,130,4.77,4.55,0.22,4.66
UNIQUE DENTAL CLINIC [2253],3,N,728,19.27,19.05,0.22,1.16
DR KHUNGER EYE CARE & RESEARCH CENTRE PVT LTD [1631],2,N,1287,50.85,50.64,0.21,0.42
HIMACHAL DENTAL COLLEGE & HOSPITAL [1765],3,N,129,3.25,3.05,0.21,6.40
Shree Balaji Superspeciality Hospital [225],1,N,2,0.66,0.45,0.21,31.39
BIBHUTI BHUSAN MEMORIAL DENTAL HOSPITAL AND RESEAR [542],3,N,41,0.93,0.72,0.21,22.20
SADBHAVNA MEDICAL AND HEART INSTITUTE [675],1,N,4,0.93,0.72,0.21,22.23
TERNA SPECIALITY HOSPITAL AND RESEARCH CENTRE [4289],,N,98,3.56,3.36,0.21,5.81
DR L H HIRANANDANI HOSPITAL [4368],,N,122,1.63,1.42,0.21,12.73
I CREATE HOSPITAL [2770],1,N,135,10.47,10.27,0.21,1.96
M M NAITHANI EYE CENTRE [3018],2,N,22,1.63,1.42,0.21,12.78
VIJJU DENTAL CLINIC [3391],,N,216,5.77,5.56,0.21,3.60
EYE Q VISION PVT LTD - JAGADHARI [2625],2,N,257,14.79,14.59,0.20,1.36
ASG HOSPITAL PVT LTD - DHANBAD [2676],1,N,720,23.55,23.34,0.20,0.86
KHULLAR DENTAL CLINIC [2762],3,N,1369,15.22,15.03,0.20,1.30
DADA LASER EYE INSTITUTE [2852],2,N,59,5.48,5.28,0.20,3.59
CHAUDHARY EYE CENTRE & LASER VISION - DARYAGANJ [3],2,N,444,32.83,32.63,0.20,0.61
Muthoot MRI - CT Scan & Research Centre [329],1,N,124,0.92,0.72,0.20,21.61
DR PRADEEP IMAGING & DIAGNOSTIC CENTRE [693],1,N,455,6.62,6.43,0.20,3.00
GOYAL EYE CARE CENTRE [755],2,N,2587,93.13,92.93,0.20,0.21
DR GULATI IMAGING INSTITUTE (A UNIT OF SM IMAGING INSTITUTE - HAUZKHAS) [939],1,Y,6,0.29,0.09,0.20,68.51
J D A R PATHOLOGY LABORATORY - SHANTINIKETAN [1154],5,Y,973,12.49,12.28,0.20,1.64
SANKARA EYE HOSPITAL - LUDHIANA [1183],2,N,1304,57.32,57.12,0.20,0.35
KULSHRESHTHA EYE CENTRE & LASER SERVICES [1342],2,N,127,3.95,3.75,0.20,5.01
PRAVEEN CARDIAC CENTRE [1755],1,N,16,2.81,2.60,0.20,7.26
TEETHZZ DENTAL COSMETIC AND IMPLANT CENTRE [3495],,N,64,0.66,0.46,0.20,29.96
SREE SAI SWARAJ DENTAL CLINIC [3687],,N,89,5.77,5.57,0.20,3.39
KARUNYA EYE HOSPITAL [3704],,N,3857,100.60,100.40,0.20,0.19
TEWARI EYE CENTRE - NOIDA (A UNIT OF TEWARI EYE CENTRE PVT LTD) [3915],,N,288,16.61,16.41,0.20,1.21
"JAIPUR HOSPITAL, LAL KOTHI [417]",1,N,5,0.72,0.52,0.20,28.09
GLOBAL DENTAL CLINIC [4201],,N,236,6.86,6.66,0.20,2.94
SURYA EYE CARE [4393],,N,163,4.78,4.57,0.20,4.27
SRL LIMITED - VASANT VIHAR [506],1,Y,53,1.07,0.88,0.20,18.27
SGS MULTISPECIALITY HOSPITAL [4261],,N,15,8.67,8.47,0.19,2.24
KHANDELWAL NURSING HOME [4338],,N,69,2.23,2.04,0.19,8.48
EXPRESS CLINICS PRIVATE LIMITED [603],1,N,60,0.64,0.46,0.19,29.16
JANTA X-RAY CLINIC (P) LTD - TILAK NAGAR NEW DELHI [2558],1,N,180,3.10,2.91,0.19,6.25
MEDALL SPARK DIAGNOSTICS NASHIK PVT LTD. [1592],5,N,636,15.67,15.47,0.19,1.23
SHANTI GOPAL HOSPITAL [1774],1,N,273,4.80,4.61,0.19,3.86
HEALTH STREET MULTISPECIALITY AND EYE HOSPITAL [1780],2,N,14,0.89,0.70,0.19,21.16
DELTA MRI & CT SCAN CENTER [2242],1,N,747,7.42,7.23,0.19,2.52
METRO SUPER SPECIALITY HOSPITALS  [1616],1,N,6,0.35,0.18,0.18,49.95
BOSTON HOSPITAL & RESEARCH INSTITUTE [1914],1,N,3,1.56,1.38,0.18,11.46
JEHANGIR HOSPITAL [203],1,N,8,2.16,1.98,0.18,8.53
JASLEEN EYE HOSPITAL PVT LTD [2059],2,N,725,24.40,24.22,0.18,0.74
CENTRE FOR SIGHT (F-14 PREET VIHAR NEW DELHI) [2261],1,N,1230,57.02,56.85,0.18,0.31
BOMBAY HOSPITAL AND RESEARCH CENTRE [579],1,N,28,2.20,2.02,0.18,8.25
MARUTI HOSPITAL - Tiruchirapalli [588],1,N,3,0.50,0.32,0.18,35.33
JDAR PATHOLOGY LABORATORY - SHANTI NIKETAN [886],3,Y,1669,24.54,24.36,0.18,0.74
SUDARSHAN POLY DENTAL CENTRE (A UNIT OF [89],3,N,1102,21.98,21.80,0.18,0.83
OKE EYE HOSPITAL [3645],,N,145,3.27,3.09,0.18,5.49
MAMMEN MEMORIAL HOSPITAL [4274],,N,83,3.28,3.09,0.18,5.59
SHRI GURUDEV HOSPITAL [2608],1,N,6,6.70,6.52,0.18,2.69
ASG HOSPITAL PVT LTD - SURAT [2768],1,N,513,22.92,22.74,0.18,0.79
DASMESH DENTAL CLINIC - MUKERIAN [2786],3,N,448,11.61,11.43,0.18,1.55
DR. KD EYE HOSPITAL [3187],0,N,357,53.42,53.23,0.18,0.35
The Polyclinic Pvt Ltd [324],1,N,1013,4.55,4.36,0.18,4.02
JP EYE HOSPITAL [2832],2,N,91,7.02,6.85,0.17,2.45
EYE MICROSURGERY LASER CENTRE [715],2,N,8,0.58,0.40,0.17,29.91
SARDANA EYE INSTITUTE - RAJOURI GARDEN [1185],2,N,63,3.50,3.33,0.17,4.82
GAGAN PATHOLOGY CENTRE [1756],1,Y,84,1.20,1.03,0.17,14.39
MUSKAAN DENTALS [1895],3,N,905,17.60,17.43,0.17,0.98
DRISHTI ADVANCE EYE CARE CENTRE [2124],2,N,467,60.92,60.74,0.17,0.29
SARNAG DENTAL CLINIC (OWNED BY DR HN SANTOSH) [3529],,N,536,9.49,9.32,0.17,1.76
VEDANTA NETRALYA - GHAZIABAD [3569],,N,89,7.45,7.28,0.17,2.30
I CLINIX ADVANCED EYE CARE [4100],,N,50,4.46,4.29,0.17,3.89
SWANYA IMAGING CENTRE PVT LTD [4133],3,N,192,5.66,5.49,0.17,3.07
MN EYE CARE [4176],,N,59,2.84,2.67,0.17,5.96
VISHAL EYE HOSPITAL [4191],,N,626,42.04,41.87,0.17,0.41
NAVCHETAN HOSPITAL [4316],,N,16,1.71,1.54,0.17,9.92
IPSC PAIN AND SPINE HOSPITAL (A UNIT OF SURANGE HEALTHCARE NORTH INDIA PVT LTD) [4369],,N,30,3.43,3.26,0.17,5.08
ASG HOSPITAL PVT LTD [3525],,N,87,5.18,5.01,0.16,3.15
ISHWAR HOSPITAL [3737],,N,28,8.11,7.95,0.16,2.03
MEDINOVA DIAGNOSTIC SERVICES LIMITED - KOLKATA [378],5,N,44,1.11,0.95,0.16,14.69
SAHYOG HOSPITAL [4184],,N,17,4.77,4.61,0.16,3.36
HOSMAT HOSPITAL PVT. LTD. [4246],,N,50,1.88,1.72,0.16,8.76
Karwar (RC Pune) [5494],M,N,5,0.31,0.15,0.16,51.88
DR CHHABRAS DENTAL CLINIC - Gurgaon [943],3,N,62,1.55,1.39,0.16,10.33
DR BHIM SAIN'S FAMILY DENTAL CLINIC PVT LTD - GURGAON [958],3,N,88,1.60,1.44,0.16,10.02
HAMDARD IMAGING CENTRE [2314],1,N,550,8.37,8.21,0.16,1.90
OBEROI DENTAL CLINIC [2367],3,N,233,6.45,6.29,0.16,2.54
KOLARKAR DENTAL CLINIC -SHIVAJI NAGAR [2417],3,N,236,4.52,4.36,0.16,3.62
OTTOBOCK HEALTHCARE INDIA PVT LTD [3123],0,N,85,133.53,133.37,0.16,0.12
JVR EYE HOSPITAL [3394],,N,110,5.72,5.56,0.16,2.77
KAPS Diagnoscan Centre [175],5,N,198,1.41,1.25,0.16,11.16
PRAKASH EYECARE & LASER CENTER [2142],2,N,175,14.03,13.88,0.16,1.12
ARYA EYE HOSPITAL [2150],2,N,4224,135.08,134.92,0.16,0.12
HI-TECH MEDICAL COLLEGE & HOSPITAL [1117],1,N,9,1.27,1.13,0.15,11.50
YASHLOK HOSPITAL & NURSING HOME PVT LTD [1305],1,N,68,1.38,1.23,0.15,10.81
DR SINGHS CITY HOSPITAL & MED RES CENTRE P LTD [1414],1,N,5,0.88,0.73,0.15,17.52
GULATI DENTAL CENTRE [187],3,N,4195,42.54,42.39,0.15,0.35
KRISHNA EYE HOSPITAL - MAHENDERGERH [2040],2,N,595,84.71,84.55,0.15,0.18
HUDA TRUST HOSPITAL [211],1,N,9,0.29,0.14,0.15,50.96
LONGIA EYE HOSPITAL - RAJPURA [2123],2,N,908,90.08,89.93,0.15,0.17
NEW VISION EYE CENTRE [3538],2,N,112,6.98,6.83,0.15,2.18
DR RISHI EYE INSTITUTE [3734],1,N,129,4.91,4.75,0.15,3.12
Omni Hospitals (A Unit of Incor Hospitals Pvt Ltd) [383],1,N,3,0.38,0.23,0.15,39.48
STAR HOSPITAL (A UNIT OF MAGADH NURSING HOME) [3854],,N,4,0.74,0.59,0.15,20.11
JYOTI DENTAL & DIAGNOSTIC - GHAZIABAD [4009],,N,1166,14.33,14.18,0.15,1.06
VERIEZON HOSPTAL [4340],,N,15,6.53,6.38,0.15,2.35
NEW DELHI CENTRE FOR SIGHT LTD - AHEMDABAD [2430],1,N,330,26.51,26.35,0.15,0.58
NOIDA MRI & DIAGNOSTIC CENTRE - NOIDA [2440],5,N,5,0.30,0.15,0.15,50.03
CHAHAL HOSPITAL [2516],1,N,119,7.63,7.48,0.15,1.95
MAHAJAN EYE HOSPITAL - PATHANKOT [2643],2,N,4,0.63,0.48,0.15,24.13
Patwardhan Hospital [265],1,N,9,2.33,2.17,0.15,6.58
PRAKASH DIAGNOSTIC CENTRE [2950],0,N,943,5.44,5.29,0.15,2.75
KRISHNA EYE HOSPITAL - REWARI [3060],2,N,819,115.10,114.95,0.15,0.13
Grant Medical Foundation [26],1,N,1,1.30,1.16,0.14,11.10
DR AGARWALS EYE HOSPITAL - MYSORE [2883],2,N,128,8.30,8.16,0.14,1.72
SSB HEART AND MULTISPECIALITY HOSPITAL -FARIDABAD [3213],0,Y,64,2.90,2.76,0.14,4.77
DYNEX DIAGNOSTIC & PATH LAB [3259],3,N,343,3.80,3.66,0.14,3.74
Dr Raos Advanced Dental Care Center [123],3,N,64,1.06,0.91,0.14,13.69
FORTIS HOSPITAL - MOHALI [1705],1,N,27,1.56,1.42,0.14,9.20
SHAH EYE CARE CENTRE [1800],2,N,386,40.17,40.03,0.14,0.35
CHANDIGARH CLINICAL LABORATORIES PVT LTD [1825],5,Y,6,0.63,0.49,0.14,22.46
NAGPAL SUPER SPECIALITY HOSPITAL [2077],1,N,1,0.48,0.35,0.14,28.28
SHALLEY NURSING HOME [2108],1,N,1,0.46,0.32,0.14,30.44
SIMRITA NURSING HOME [657],1,N,38,8.30,8.17,0.14,1.64
M N SRIVASTAVA HOSPITAL PVT. LTD. [669],1,N,6,0.55,0.42,0.14,24.73
DESHMUKH DENTAL CLINIC - JABALPUR [856],3,N,307,5.09,4.95,0.14,2.74
DALCO HEALTHCARE (A UNIT OF DEEP AYURVEDA LIFE CARE ORGANISATION PVT LTD) [3890],7,N,21,9.29,9.15,0.14,1.51
GUARDIAN HOSPITAL [3920],,N,62,8.27,8.13,0.14,1.71
KHAIRABAD EYE HOSPITAL & DR PN MAHENDRA EYE FOUNDATION [3945],,N,47,2.54,2.40,0.14,5.47
SHARP SIGHT EYE HOSPITAL [4193],,N,197,10.74,10.59,0.14,1.34
Sreekantapuram Hospital [426],1,N,18,0.42,0.28,0.14,32.40
PERFECT IMAGING AND DIAGNOSTIC CENTRE [4312],L,N,149,3.14,3.00,0.14,4.31
BHAGAT HOSPITAL (UNIT OF BHAGAT HOSPITALS PVT LTD) [3507],,N,99,1.49,1.36,0.13,8.77
VITRANA HEALTHCARE LLP [3741],1,N,138,16.45,16.31,0.13,0.82
SOMASUNDARAM EYE HOSPITAL [3823],,N,28,1.26,1.13,0.13,10.40
SHUBH AYURVEDA PANCHKARMA AND WELLNESS CENTRE [3918],7,N,27,11.12,10.99,0.13,1.15
CENTRE FOR SMILE DENTAL AND HEART CLINIC [4105],4,N,138,4.05,3.92,0.13,3.21
SREENETHRA EYE CARE PVT LTD [4216],,N,308,10.29,10.16,0.13,1.31
B T SAVANI KIDNEY HOSPITAL [4231],,N,156,3.31,3.18,0.13,4.06
SANJEEVANI DENTAL IMPLANT AND ORTHO CENTRE [4273],,N,28,0.66,0.53,0.13,19.38
DEV DENTAL HOSPITAL [4290],,N,15,0.88,0.75,0.13,14.85
B & C HOSPITAL [4407],,N,129,3.18,3.05,0.13,4.18
NEW DELHI CENTRE FOR SIGHT LTD - MORADABAD [1308],1,N,743,21.91,21.78,0.13,0.60
BIBHUTI BHUSAN MEMORIAL DENTAL HOSPITAL & RESEARCH [1352],3,N,19,0.74,0.61,0.13,18.09
DR LAL PATH LABS LTD - MAJITHA RD - AMRITSAR [2365],5,Y,1,0.14,0.01,0.13,94.65
GULATI EYE HOSPITAL - JHANSI [2511],2,N,364,27.46,27.33,0.13,0.48
UTTKARSH DENTAL CLINIC [2589],3,N,1608,27.29,27.16,0.13,0.47
SUDHA NURSING HOME [2662],1,N,11,0.42,0.29,0.13,30.22
MULTISPECIALITY DENTAL CLINIC [2934],3,N,143,2.78,2.65,0.13,4.64
Khairabad Eye Hospital-Kanpur [282],2,N,7,0.24,0.12,0.12,50.05
CHITRAKOOT NETRA CHIKITSALAYA & LASER EYE SURGERY CENTRE [3453],,N,82,4.41,4.29,0.12,2.78
JORHAT MEDICAL COLLEGE & HOSPITAL [3493],G,N,610,11.75,11.63,0.12,1.02
RG STONE UROLOGY & LAPAROSCOPY HOSPITAL - Mumbai [1398],1,N,2,0.63,0.50,0.12,19.81
JPM ROTARY CLUB OF CUTTACK EYE HOSPITAL & RES INST [1420],2,N,28,1.65,1.53,0.12,7.21
MAHAJAN EYE CENTRE -DELHI [1745],2,N,83,4.98,4.86,0.12,2.46
VISION EYE HOSPITAL [1775],2,N,90,8.29,8.17,0.12,1.41
SANKAR FOUNDATION EYE HOSPITAL - VISAKHAPATNAM [1808],2,N,5,0.63,0.51,0.12,19.31
PARTHA DENTAL - TIRUPATHI [1931],3,N,20,0.50,0.38,0.12,23.59
AAROGYAM SUPERSPECIALITY HOSPITAL & RESEARCH CENTRE [4325],H,N,54,1.52,1.39,0.12,8.08
SAI MOBIDENT DENTAL CARE - ROHINI [618],3,N,926,19.35,19.23,0.12,0.63
GULERIA ENT HOSPITAL - DHARAMSALA [727],1,N,240,7.84,7.71,0.12,1.59
CHANDIGARH CLINICAL LABORATORIES PVT LTD [87],5,Y,340,3.53,3.41,0.12,3.37
GENESIS INSTITUTE OF DENTAL SCIENCES & RESEARCH  [880],3,N,27,0.52,0.40,0.12,22.57
BHARTI PSYCHIATRIC HOSPITAL [753],1,N,481,9.86,9.75,0.11,1.11
NATIONAL MRI CT SCAN & DIAGNOSTIC CENTRE - Punjabi Bagh [1086],5,Y,85,2.08,1.97,0.11,5.33
DR. KAPUR'S THE HEALING TOUCH EYE & MATERNITY CENTRE - Vikas Puri [1095],1,N,99,6.42,6.31,0.11,1.71
APEX NEURO SCAN RESEARCH & DIAGNOSTIC PVT LTD [1101],5,N,45,0.40,0.29,0.11,28.43
LIFE CARE DENTAL CLINIC - MYSORE [1346],3,N,410,7.40,7.29,0.11,1.50
SUSRUTA EYE HOSPITAL [1407],2,N,18,2.37,2.26,0.11,4.52
ILS HOSPITAL - AGARTALA [1900],1,N,8,0.66,0.54,0.11,17.15
TCR MULTISPECIALITY HOSPITAL [1967],1,N,16,1.28,1.17,0.11,8.63
DR. BHUTANI DENTAL CLINIC [197],3,N,1275,22.40,22.29,0.11,0.48
CHAWLA DENTAL CLINIC AND LAB [2246],3,N,34,0.74,0.62,0.11,15.49
TIRATH RAM SHAH CHARITABLE HOSPITAL - DELHI [2283],1,Y,1,0.74,0.63,0.11,14.62
SURAKSHA DIAGNOSTIC PRIVATE LIMITED - NOIDA [2510],3,N,18,0.42,0.31,0.11,26.10
DENTEM (GT DENTA CARE LLP) -VASANT VIHAR NEW DELHI [3214],0,N,345,3.92,3.81,0.11,2.81
CITY IMAGING & CLINICAL LABS-TILAK NAGAR NEW DELHI [3248],0,N,107,2.40,2.29,0.11,4.73
ASG HOSPITAL PVT LTD NAGAUR [3373],,N,785,16.36,16.24,0.11,0.69
SRI SAMPATH VINAYAKA RUPA SUPER SPECIALITY DENTAL [3709],,N,555,16.57,16.46,0.11,0.67
BANSAL GLOBAL HOSPITAL (A UNIT OF KESHER DEVI HEAL [3728],1,N,17,2.14,2.04,0.11,4.92
EYE 4 U [3770],2,N,24,3.92,3.81,0.11,2.90
MEDFORT HOSPITALS PVT LTD - JANAKPURI [386],1,N,7,0.23,0.12,0.11,46.99
SHUBHAM HOSPITAL [4152],,N,57,3.23,3.12,0.11,3.42
SATYA TRAUMA AND MATERNITY CENTRE [4180],,N,2,0.56,0.45,0.11,19.97
SHREE KRISHAN DENTAL HOSPITAL [4183],,N,112,1.62,1.51,0.11,6.65
SINGH EYE HOSPITAL [4256],,N,7,0.86,0.75,0.11,13.11
MUNDAKAYAM MEDICAL TRUST [4322],H,N,162,5.89,5.78,0.11,1.89
SHARP SIGHT EYE HOSP [4380],,N,55,6.27,6.17,0.11,1.70
BHATIA HOSPITAL NEURO & MULTISPECIALITY [4381],,N,58,8.84,8.73,0.11,1.23
DR JAINS VITALDENT [3508],1,N,364,7.10,7.00,0.10,1.38
ASG HOSPITAL PVT. LTD. [3571],,N,119,14.87,14.77,0.10,0.65
VATSAL EYE CARE AND LASER CENTRE [3807],,N,156,4.62,4.52,0.10,2.21
SANJEEVANI AYURVEDA [3906],7,N,94,35.43,35.33,0.10,0.29
SAI EYE CENTRE & MEDICAL CENTRE [4076],,N,19,3.04,2.94,0.10,3.33
PATHKIND DIAGNOSTICS PVT LTD [4244],,N,77,7.04,6.95,0.10,1.36
SARVODAYA IMAGING CENTRE (A UNIT OF ANSHU HOSPITALS LIMITED) [4331],,N,69,3.83,3.73,0.10,2.57
NIRMAL HOSPITAL [4357],,N,1,1.04,0.94,0.10,9.82
JEENA SIKHO LIFECARE LIMITED - SAFDARJUNG ENCLAVE [4387],,N,7,4.37,4.27,0.10,2.30
SANT PARMANAND HOSPITAL [4390],,N,37,1.53,1.43,0.10,6.81
Sahakarana Hrudayalaya [443],1,N,72,16.38,16.28,0.10,0.60
"DR THORAT PATHOLOGY LABORATORY, SATARA [1567]",5,N,1230,3.38,3.29,0.10,2.82
ASTER DM HEALTHCARE LIMITED [1644],1,N,40,1.70,1.60,0.10,5.70
PROMILA DIAGNOSTIC CENTRE [1651],5,N,298,2.68,2.58,0.10,3.64
BHARTI HOSPITAL [1672],1,N,70,7.43,7.33,0.10,1.38
DR. VERMA'S DIAGNOSTIC CLINIC - JANAKPURI [186],3,N,66,0.42,0.32,0.10,23.29
CORE DIAGNOSTICS PVT LTD- GURGAON [1878],5,Y,10,3.64,3.54,0.10,2.79
OM EYE AND GYNAE CENTRE - GHAZIABAD [2289],2,N,50,5.18,5.08,0.10,1.96
GREWAL EYE INSTITUTE - CHANDIGARH [605],2,N,3,0.76,0.66,0.10,13.21
KULLU VALLEY HOSPITAL- A UNIT OF BANGA HOSP P LTD [803],1,N,56,0.84,0.74,0.10,11.34
BGS GLOBAL HOSPITAL [828],1,N,2,0.34,0.25,0.10,28.50
Dr Shamer Singh Memorial Radio Diagnostic Center [83],5,N,504,6.33,6.23,0.10,1.63
DR. KHANNAS PATHCARE PVT LTD - HAUZ KHAS DELHI [965],1,Y,50,0.58,0.49,0.10,16.66
SWAMI SHREE HARI GIRI MULTISPECIALITY HOSPITAL [2373],1,N,30,3.84,3.74,0.10,2.52
Chikitsa Diagnostics &Research Centre [263],5,N,459,2.32,2.22,0.10,4.48
SRI SUKHMANI DENTAL COLLEGE & HOSPITAL [3050],1,N,68,1.32,1.22,0.10,7.44
VERMA DENTAL CLINIC - KANGRA [3184],0,N,313,5.54,5.44,0.10,1.79
JINDAL EYE HOSPITAL [3464],,N,91,6.65,6.55,0.10,1.50
OTTOBOCK HEALTHCARE INDIA PVT. LTD - LUDHIANA [2308],1,N,364,558.67,558.57,0.09,0.02
COLACO HOSPITAL (A UNIT OF ICMCH TRUST) [2318],1,N,2,0.21,0.11,0.09,44.92
S R ADVANCE DENTAL CLINIC - ROHINI NEW DELHI [2904],3,N,58,1.03,0.95,0.09,8.43
BHARTI EYE FOUNDATION - NEW DELHI [1024],2,N,64,2.72,2.63,0.09,3.15
SAROJ HOSPITAL & HEART INSTITTUE - ROHINI [1372],1,Y,3,0.27,0.19,0.09,31.43
PATEL DENTAL STUDIO - UDAIPUR [1446],3,N,462,6.42,6.33,0.09,1.38
JPM ROTARY CLUB OF CUTTACK EYE HOSPITAL & RESEARCH [1686],2,N,15,0.36,0.27,0.09,25.42
BALAJI DENTAL CARE [2183],3,N,275,5.26,5.16,0.09,1.76
SAI SHIVA NETRALAYA [3712],2,N,3,0.23,0.14,0.09,39.85
CENTRE FOR SIGHT (UNIT : NEW DELHI CENTRE FOR SIGHT LTD) [3755],,N,202,10.00,9.91,0.09,0.89
AK DENTAL SUPERSPECIALITY CLINIC [3793],4,N,1457,22.70,22.61,0.09,0.40
R K EYE HOSPITAL [4057],,N,441,8.73,8.64,0.09,1.01
NAVJEEVAN HOSPITAL [4318],,N,6,3.47,3.38,0.09,2.54
MEENAKSHI MEMORIAL HOSPITAL [4335],,N,124,2.79,2.70,0.09,3.12
HARSHMITRA ONCOLOGY PVT LTD [4350],,N,14,0.68,0.59,0.09,13.31
DENTAL CENTER - NEW DELHI [51],3,N,23,0.41,0.33,0.09,21.46
Bakloh (RC Jammu) [5248],M,N,198,6.30,6.21,0.09,1.36
PARAM JYOTI EYE CENTER - Ghaziabad [959],2,N,268,10.84,10.75,0.09,0.81
Regional Cancer Centre  - Trivandrum (Govt. Hospital) [534],G,N,1539,409.02,408.94,0.08,0.02
BANKERS HEART INSTITUTE [700],1,N,15,4.50,4.42,0.08,1.74
BANGA DIAGNOSTICS - A UNIT OF BANGA HOSP PVT LTD - MANDI [804],5,N,416,4.71,4.63,0.08,1.70
KHANDELWAL IMAGING CENTER - AKOLA [1080],1,N,17,0.10,0.01,0.08,84.79
PATEL HOSPITAL PVT. LTD. - JALANDHAR [1097],1,N,7,0.57,0.49,0.08,14.38
INDUS SUPER SPECIALITY HOSPITAL - MOHALI [1125],1,N,1,0.26,0.18,0.08,30.00
UniScan Diagnostic Centre [122],5,N,4,0.15,0.07,0.08,51.95
VINODHAGAN MEMORIAL HOSPITAL P LTD [1239],1,N,5,1.48,1.39,0.08,5.74
HARYANA MULTISPECIALITY HOSPITAL [1546],1,N,2,0.50,0.41,0.08,17.12
Vinchurkar Diagnostics Pvt Ltd [219],5,N,24,0.58,0.51,0.08,12.88
Sanjeevan Hospital [222],1,N,6,0.22,0.13,0.08,38.54
BALAJI HOSPITAL - KARNAL [2421],1,N,181,8.20,8.12,0.08,0.92
SURENDRA DENTAL COLLEGE & RESEARCH INSTITUTE [2553],3,N,526,6.79,6.71,0.08,1.15
Unity Ahmednagar Imaging Pvt Ltd [261],1,N,7,0.23,0.15,0.08,35.88
PRABH SIMRAN HOSPITAL [2616],1,N,4,1.00,0.92,0.08,8.30
RAJEEV EYE HOSPITAL [2754],2,N,168,9.80,9.72,0.08,0.82
PARAM NETHRALAYA [2860],2,N,137,5.33,5.26,0.08,1.45
HOPE IMAGING AND DIAGNOSTICS -GHAZIABAD [2905],5,N,612,4.87,4.79,0.08,1.60
ITEK VISION CENTRE (A UNIT OF SKIFFLE HEALTHCARE [2946],2,N,56,1.08,1.00,0.08,7.78
DYNEX DIAGNOSTIC AND PATH LAB - KIRTI NAGAR [3344],,N,210,2.23,2.15,0.08,3.40
DENTAL SAVIOURS [3374],4,N,262,7.73,7.65,0.08,1.05
DR. MUJAHIDS SPECIALITY DENTAL CARE [3516],,N,194,2.07,1.99,0.08,3.82
PERFECT32 DENTAL [3586],,N,1223,64.04,63.96,0.08,0.12
ARORA MULTI SPECIALITY DENTAL IMPLANT AND LASER CENTRE [3622],,N,59,1.26,1.18,0.08,6.16
THYROCARE TECHNOLOGIES LTD [3953],,N,176,2.63,2.56,0.08,2.91
APPLE INTERNATIONAL DENTAL (A UNIT OF APPLE ORAL AND DENTAL PVT LTD) [3959],,N,38,1.26,1.19,0.08,6.07
ADVANCED EYE HOSPITAL [4089],,N,186,12.03,11.95,0.08,0.69
THYROCARE TECHNOLOGIES LTD [4113],,N,558,3.18,3.10,0.08,2.40
CHANDRA MANGAL HOSPITAL AND RESEARCH CENTRE [4268],,N,14,1.51,1.43,0.08,5.27
LAKHIMPUR MEDICAL COLLEGE & HOSPITAL [3494],G,N,165,2.01,1.94,0.07,3.65
AMBALA DEXA DIAGNOSTIC CENTRE [3524],,N,114,2.49,2.42,0.07,2.77
MAHATMA GANDHI MISSION MEDICAL COLLEGE AND HOSPITA [3632],,N,15,0.21,0.14,0.07,33.57
CURE 32 DENTAL AND IMPLANT CENTRE - GHAZIABAD [3655],,N,125,2.47,2.40,0.07,2.95
VINAYAK HOSPITAL [3875],,N,16,0.86,0.80,0.07,7.62
NAVJEEVAN HOSPITAL [3889],,N,67,4.89,4.82,0.07,1.53
GOYAL EYE HOSPITAL [4109],,N,96,10.48,10.41,0.07,0.64
PATHCARE LABS PVT LTD [4134],3,N,161,5.23,5.16,0.07,1.32
JEENA SIKHO LIFECARE LIMITED - GURUGRAM [4388],,N,15,9.47,9.40,0.07,0.75
MADURAI KIDNEY CENTRE & TRANSPLANTATION RES INST. [1172],1,N,13,0.60,0.53,0.07,10.96
SARVODAYA HOSPITAL & RESEARCH CENTRE - FARIDABAD [1336],1,Y,2,0.36,0.29,0.07,19.21
VASAN EYE CARE - RANCHI [1392],2,N,1,0.18,0.11,0.07,37.60
DEENDAYAL MEMORIAL HOSPITAL - PUNE [1464],1,N,1,0.21,0.13,0.07,35.97
Travancore Scans [161],1,N,24,0.34,0.27,0.07,21.40
SRL DIAGNOSTICS PVT LTD - JAYANAGAR [1639],5,N,2,0.09,0.03,0.07,71.36
IVY HEALTH CARE INFRASTRUCTURE P LTD - HOSHIARPUR  [1700],1,N,3,0.14,0.07,0.07,50.83
THE CARING TOUCH [1836],1,N,256,5.42,5.35,0.07,1.27
RVS EYE CENTRE - WEST SHALIMAR BAGH DELHI [2275],2,N,56,1.64,1.56,0.07,4.43
DEEPAK MEMORIAL HOSPITAL - VIKAS MARG EXT DELHI [992],1,Y,7,0.28,0.22,0.07,22.92
VELAN EYE HOSPITAL - KARUR [2391],2,N,56,7.27,7.19,0.07,1.02
